序号,学校代号,学校名称,专业代号,专业名称,计划数,分数线,位次
1254,1235,天津外国语大学,22,葡萄牙语,1,630,20223
1255,1239,天津医科大学(一流学科建设高校),1,临床医学(5+3一体化),5,659,5348
1256,1239,天津医科大学(一流学科建设高校),2,口腔医学(5+3一体化),1,662,4355
1257,1239,天津医科大学(一流学科建设高校),3,临床医学(5+3一体化，儿科学),1,659,5475
1258,1239,天津医科大学(一流学科建设高校),4,临床医学,1,658,5962
1259,1239,天津医科大学(一流学科建设高校),5,基础医学(朱宪彝班),1,651,8343
1260,1239,天津医科大学(一流学科建设高校),6,眼视光医学,1,655,6683
1261,1239,天津医科大学(一流学科建设高校),7,预防医学,2,647,10036
1262,1239,天津医科大学(一流学科建设高校),8,生物医学工程,1,647,10141
1263,1239,天津医科大学(一流学科建设高校),9,智能医学工程,1,655,6720
1264,1239,天津医科大学(一流学科建设高校),10,药学类,6,647,10223
1265,1246,天津中医药大学(一流学科建设高校),1,中国语言文学类,5,605,42266
1266,1246,天津中医药大学(一流学科建设高校),2,应用心理学,2,619,28540
1267,1246,天津中医药大学(一流学科建设高校),3,中医学(5+3一体化，中医儿科学),2,648,9774
1268,1246,天津中医药大学(一流学科建设高校),4,中西医临床医学,2,635,16771
1269,1246,天津中医药大学(一流学科建设高校),5,食品卫生与营养学,2,599,47866
1270,1246,天津中医药大学(一流学科建设高校),6,中医学(拔尖创新人才培养模式改革),2,652,8028
1271,1246,天津中医药大学(一流学科建设高校),7,中医学(5+3一体化),2,652,8184
1272,1246,天津中医药大学(一流学科建设高校),8,工商管理类,2,599,47533
1273,1246,天津中医药大学(一流学科建设高校),9,中医学类,8,637,15777
1274,1246,天津中医药大学(一流学科建设高校),10,医学技术类,2,619,28771
1275,1246,天津中医药大学(一流学科建设高校),11,康复治疗学,4,602,44499
1276,1246,天津中医药大学(一流学科建设高校),12,护理学类,7,594,0
1277,1246,天津中医药大学(一流学科建设高校),13,中药学类,4,621,27269
1278,1246,天津中医药大学(一流学科建设高校),14,临床药学,2,627,22727
1279,1246,天津中医药大学(一流学科建设高校),15,药学类,4,625,23929
1280,1246,天津中医药大学(一流学科建设高校),16,公共管理类,2,597,50354
1281,1247,中国民航大学,3,交通管理(飞行运行管理),4,594,53470
1282,1247,中国民航大学,4,工商管理类,12,600,47116
1283,1247,中国民航大学,5,无人驾驶航空器系统工程,1,603,44132
1284,1247,中国民航大学,6,交通运输(空中交通管制),4,610,36782
1285,1247,中国民航大学,8,油气储运工程(机场供油工程),2,601,45777
1286,1247,中国民航大学,9,交通工程,2,615,32842
1287,1247,中国民航大学,10,工科试验班(中欧航空工程师),9,594,0
1288,1247,中国民航大学,11,英语(民航外语),4,607,40086
1289,1247,中国民航大学,12,法学(航空法),2,617,30361
1290,1247,中国民航大学,13,工科试验班(航空工程学院),17,603,43577
1291,1247,中国民航大学,14,信息与计算科学,1,655,6797
1292,1247,中国民航大学,15,材料物理(无损检测与表面工程),1,605,41944
1293,1247,中国民航大学,16,应用心理学,1,616,31318
1294,1247,中国民航大学,17,应用气象学(航空气象),3,610,37165
1295,1247,中国民航大学,18,统计学(民航大数据),1,612,35159
1296,1247,中国民航大学,19,通信工程,4,603,43652
1297,1247,中国民航大学,20,电子信息工程(航空电子),6,596,51159
1298,1247,中国民航大学,21,电气工程及其自动化(航空电气),4,608,38634
1299,1247,中国民航大学,22,材料化学,1,598,48511
1300,1247,中国民航大学,23,信息安全,2,611,35626
1301,1247,中国民航大学,24,计算机科学与技术,2,618,29558
1302,1247,中国民航大学,25,自动化,3,595,52218
1303,1310,承德医学院,1,临床医学,2,601,45833
1304,1311,东北大学秦皇岛分校(一流大学建设高校),1,自动化类,13,631,19933
1305,1311,东北大学秦皇岛分校(一流大学建设高校),2,数学类,5,635,17141
1306,1311,东北大学秦皇岛分校(一流大学建设高校),3,工商管理类,17,634,17840
1307,1311,东北大学秦皇岛分校(一流大学建设高校),4,计算机类,9,637,15796
1308,1311,东北大学秦皇岛分校(一流大学建设高校),5,机械类,8,625,23677
1309,1311,东北大学秦皇岛分校(一流大学建设高校),6,材料类,7,625,23634
1310,1311,东北大学秦皇岛分校(一流大学建设高校),7,电子信息类,9,631,19618
1311,1311,东北大学秦皇岛分校(一流大学建设高校),8,经济学类,8,639,14847
1312,1311,东北大学秦皇岛分校(一流大学建设高校),9,外国语言文学类,4,637,15647
1313,1315,河北大学,1,化学,2,597,50491
1314,1315,河北大学,3,自动化,2,594,53388
1315,1315,河北大学,4,电气工程及其自动化,2,595,51792
1316,1315,河北大学,5,经济学,3,599,48073
1317,1315,河北大学,6,电子信息科学与技术,3,595,52023
1318,1315,河北大学,7,法学,2,616,31726
1319,1315,河北大学,8,哲学,3,598,49311
1320,1315,河北大学,9,新闻传播学类,2,610,36717
1321,1315,河北大学,10,新能源材料与器件,2,594,0
1322,1315,河北大学,11,土木工程,2,594,0
1323,1315,河北大学,12,历史学类,3,606,41059
1324,1324,河北经贸大学,1,会计学,5,594,0
1325,1324,河北经贸大学,3,法学类,4,595,52096
1326,1324,河北经贸大学,4,国际经济与贸易,4,594,0
1327,1324,河北经贸大学,5,金融学类,4,594,52741
1328,1329,华北理工大学,6,临床医学,2,612,35003
1329,1329,华北理工大学,11,会计学,2,596,50995
1330,1329,华北理工大学,12,康复治疗学,3,594,0
1331,1329,华北理工大学,13,金融学,2,598,48597
1332,1329,华北理工大学,18,口腔医学,1,622,26645
1333,1329,华北理工大学,23,中药学,2,594,0
1334,1329,华北理工大学,25,复合材料与工程,2,594,0
1335,1329,华北理工大学,30,中医学,2,600,46752
1336,1329,华北理工大学,31,预防医学,1,596,50965
1337,1329,华北理工大学,34,中西医临床医学,2,598,49126
1338,1330,河北师范大学,1,中国语言文学类,1,620,28044
1339,1330,河北师范大学,2,数学类,2,600,46335
1340,1330,河北师范大学,3,马克思主义理论类,2,614,33126
1341,1330,河北师范大学,6,公共管理类,1,595,52686
1342,1330,河北师范大学,7,法学类,1,605,41426
1343,1330,河北师范大学,8,教育技术学(师范),1,625,24216
1344,1330,河北师范大学,9,电子信息类,1,618,29646
1345,1330,河北师范大学,10,地理科学类,1,618,29377
1346,1330,河北师范大学,11,生物科学类,1,615,32732
1347,1331,河北医科大学,1,药学类,3,594,0
1348,1331,河北医科大学,3,临床药学,3,616,31126
1349,1331,河北医科大学,4,临床医学(5+3一体化),5,645,11453
1350,1331,河北医科大学,5,临床医学,9,634,17848
1351,1331,河北医科大学,6,口腔医学,2,636,16131
1352,1331,河北医科大学,7,预防医学,3,602,45338
1353,1334,华北电力大学(保定)(一流学科建设高校),1,管理科学与工程类,7,625,23815
1354,1334,华北电力大学(保定)(一流学科建设高校),2,工商管理类,6,637,16038
1355,1334,华北电力大学(保定)(一流学科建设高校),3,公共管理类,4,632,18844
1356,1334,华北电力大学(保定)(一流学科建设高校),4,工业工程类,2,628,21382
1357,1334,华北电力大学(保定)(一流学科建设高校),5,环境科学与工程类,11,624,24495
1358,1334,华北电力大学(保定)(一流学科建设高校),6,外国语言文学类,4,635,16990
1359,1334,华北电力大学(保定)(一流学科建设高校),7,法学类,2,642,12901
1360,1334,华北电力大学(保定)(一流学科建设高校),8,经济学类,3,639,14524
1361,1334,华北电力大学(保定)(一流学科建设高校),9,电气类,17,643,12539
1362,1334,华北电力大学(保定)(一流学科建设高校),10,电子信息类,7,636,16444
1363,1334,华北电力大学(保定)(一流学科建设高校),11,土木类,2,629,21126
1364,1334,华北电力大学(保定)(一流学科建设高校),12,物理学类,2,634,17986
1365,1334,华北电力大学(保定)(一流学科建设高校),13,能源动力类,11,628,21797
1366,1334,华北电力大学(保定)(一流学科建设高校),14,数学类,4,629,21121
1367,1334,华北电力大学(保定)(一流学科建设高校),15,机械类,8,626,23239
1368,1334,华北电力大学(保定)(一流学科建设高校),16,自动化类,7,637,15508
1369,1334,华北电力大学(保定)(一流学科建设高校),17,计算机类,11,631,19827
1370,1342,石家庄铁道大学,1,计算机类,2,594,0
1371,1342,石家庄铁道大学,3,物流管理,2,599,47918
1372,1342,石家庄铁道大学,8,工商管理类,2,596,50922
1373,1349,燕山大学,1,外国语言文学类,2,615,32630
1374,1349,燕山大学,2,应用物理学,6,600,47130
1375,1349,燕山大学,3,日语,2,605,42048
1376,1349,燕山大学,4,汉语言文学,2,619,29338
1377,1349,燕山大学,5,法学,4,612,35303
1378,1349,燕山大学,6,经济与金融,4,603,43274
1379,1349,燕山大学,7,过程装备与控制工程,2,594,53561
1380,1349,燕山大学,8,工业设计,2,610,37042
1381,1349,燕山大学,9,机械类,20,604,42348
1382,1349,燕山大学,10,车辆工程,6,600,46760
1383,1349,燕山大学,11,电气类,17,605,42163
1384,1349,燕山大学,12,计算机科学与技术,2,619,28567
1385,1349,燕山大学,13,电子信息工程,4,605,41289
1386,1349,燕山大学,14,材料类,4,600,47244
1387,1349,燕山大学,15,能源动力类,2,608,38430
1388,1349,燕山大学,16,建筑学,2,607,39918
1389,1349,燕山大学,17,土木类,6,594,0
1390,1349,燕山大学,18,会计学,2,615,32021
1391,1349,燕山大学,19,工业工程,2,594,0
1392,1349,燕山大学,20,旅游管理,4,599,48200
1393,1354,河北中医学院,1,中医学,3,598,48640
1394,1354,河北中医学院,2,中医学(5+3一体化),2,616,31756
1395,1402,山西财经大学,1,财政学,1,597,49605
1396,1402,山西财经大学,7,金融工程,1,599,47574
1397,1402,山西财经大学,11,工商管理,2,597,50279
1398,1404,山西大学,1,生物科学类,12,594,0
1399,1404,山西大学,2,化学类,12,594,0
1400,1404,山西大学,3,教育学,3,601,45351
1401,1404,山西大学,4,社会工作,2,596,51078
1402,1404,山西大学,5,汉语言文学,9,606,40962
1403,1404,山西大学,6,英语,2,605,41726
1404,1404,山西大学,7,翻译,2,603,44161
1405,1404,山西大学,8,法语,2,600,46646
1406,1404,山西大学,9,法学,8,607,40010
1407,1404,山西大学,10,电子信息科学与技术,6,595,52026
1408,1404,山西大学,11,计算机科学与技术,9,603,43524
1409,1404,山西大学,12,旅游管理,4,594,53673
1410,1404,山西大学,14,光电信息科学与工程,5,594,0
1411,1404,山西大学,15,自然地理与资源环境,6,594,53578
1412,1404,山西大学,16,物理学,2,622,25979
1413,1404,山西大学,17,历史学,8,613,34505
1414,1404,山西大学,18,考古学,4,606,41019
1415,1404,山西大学,19,经济学类,12,599,48183
1416,1404,山西大学,20,新闻传播学类,6,599,48198
1417,1404,山西大学,21,哲学类,2,608,38402
1418,1404,山西大学,22,政治学类,6,595,51897
1419,1410,山西中医药大学,2,中药学,3,594,0
1420,1410,山西中医药大学,6,中医学,4,603,43488
1421,1410,山西中医药大学,9,中西医临床医学,2,603,43358
1422,1415,太原理工大学(一流学科建设高校),1,光电信息科学与工程,5,619,28659
1423,1415,太原理工大学(一流学科建设高校),2,化学工程与工艺,9,611,35580
1424,1415,太原理工大学(一流学科建设高校),3,城市地下空间工程,5,612,35250
1425,1415,太原理工大学(一流学科建设高校),4,城乡规划,6,607,39442
1426,1415,太原理工大学(一流学科建设高校),5,水利水电工程,6,612,35385
1427,1415,太原理工大学(一流学科建设高校),6,给排水科学与工程,3,617,30646
1428,1415,太原理工大学(一流学科建设高校),7,建筑环境与能源应用工程,3,616,31819
1429,1415,太原理工大学(一流学科建设高校),8,工程管理,2,620,28319
1430,1415,太原理工大学(一流学科建设高校),9,会计学,2,633,18433
1431,1415,太原理工大学(一流学科建设高校),10,材料科学与工程,8,607,39547
1432,1415,太原理工大学(一流学科建设高校),11,机械电子工程,4,617,30383
1433,1415,太原理工大学(一流学科建设高校),12,数据科学与大数据技术,2,625,23970
1434,1415,太原理工大学(一流学科建设高校),13,机器人工程,2,624,24946
1435,1415,太原理工大学(一流学科建设高校),14,飞行器设计与工程,2,621,27113
1436,1415,太原理工大学(一流学科建设高校),15,土木工程,8,617,30639
1437,1415,太原理工大学(一流学科建设高校),16,行政管理,4,622,26250
1438,1415,太原理工大学(一流学科建设高校),17,物联网工程,2,625,24394
1439,1415,太原理工大学(一流学科建设高校),18,电气工程及其自动化,8,624,24478
1440,1415,太原理工大学(一流学科建设高校),19,过程装备与控制工程,2,613,34149
1441,1415,太原理工大学(一流学科建设高校),20,材料成型及控制工程,8,609,37476
1442,1415,太原理工大学(一流学科建设高校),21,车辆工程,8,612,35065
1443,1415,太原理工大学(一流学科建设高校),22,机械设计制造及其自动化,8,618,29583
1444,1415,太原理工大学(一流学科建设高校),23,工程力学,5,616,31144
